entity,dbpedia
Q61348,"Hot_Spring_County,_Arkansas"
Q613497,Roadrunner_United
Q61350,"Independence_County,_Arkansas"
Q6135103,James_H._Butwell
Q61352,"Conway_County,_Arkansas"
Q6135246,James_H._Nicholson
Q61354,"Craighead_County,_Arkansas"
Q61355,"Hempstead_County,_Arkansas"
Q61356,J%C3%BCrgen_Prochnow
Q6135601,James_Harper_Prowse
Q6135835,James_Hemings
Q613598,Aplonis
Q613602,"Queenstown,_New_Zealand"
Q6136282,James_House_(singer)
Q61363,"Logan_County,_Arkansas"
Q6136770,James_J._Toner
Q61368,"Polk_County,_Arkansas"
Q613689,Gmina_Stromiec
Q613697,Gmina_Rusiec
Q61370,"Newton_County,_Arkansas"
Q613703,Gmina_Szczerc%C3%B3w
Q613705,Hugh_Herbert
Q613711,Gmina_Stara_B%C5%82otnica
Q613725,Gmina_Kleszcz%C3%B3w
Q613745,Gmina_Dobrzyniewo_Du%C5%BCe
Q613753,Gmina_Zawady
Q613761,Gmina_Promna
Q613771,Gmina_Dru%C5%BCbice
Q613782,Gmina_Kluki
Q613786,Europe_Ecology_%E2%80%93_The_Greens
Q61379,"Searcy_County,_Arkansas"
Q6137965,James_Lemmo
Q613801,Kuju_(company)
Q61381,"Miller_County,_Arkansas"
Q613813,K%C5%91szeg
Q613817,One_Love_(David_Guetta_album)
Q613837,Metal_Mind_Productions
Q613838,Inner_Circle_(band)
Q61384,"Sevier_County,_Arkansas"
Q6138447,Media_Asia_Entertainment_Group
Q613846,Kaari_Utrio
Q613870,"Port_Hope,_Ontario"
Q6138736,Walton_Casuals_F.C.
Q6138755,Ware_F.C.
Q613878,Maldon_District
Q6138819,Harrow_Borough_F.C.
Q613883,Mercury_(automobile)
Q6138851,Nobuyoshi_Sano
Q6138873,Wingate_%26_Finchley_F.C.
Q6139,Havelland_(district)
Q6139010,Northwood_F.C.
Q61391,Cheerleading
Q61392,Armin_Veh
Q613931,Saba_Qom_F.C.
Q61394,Latur
Q613988,Troy_Van_Leeuwen
Q61400,Dieter_Dierks
Q6140230,Teenage_Dream:_The_Complete_Confection
Q614059,Lasthenia
Q6140758,James_P._Conway
Q6141038,Ryosuke_Nagaoka
Q6141213,James_Phelan_(American_football)
Q6141334,James_Plotkin
Q61414,"Arkansas_County,_Arkansas"
Q614142,Gmina_Kode%C5%84
Q61415,DJ_Manian
Q614160,Jock_Mahoney
Q614161,Gmina_Koneck
Q614184,"Berlin,_Maryland"
Q614185,"Delaware_Township,_Hunterdon_County,_New_Jersey"
Q614189,Mass_Giorgini
Q6142,Potsdam-Mittelmark
Q614201,Gmina_Rokitno
Q6142010,James_Reyne
Q614215,Gmina_Waganiec
Q6142186,James_Robb_(RAF_officer)
Q61422,The_Pas
Q6142294,"James_Robinson_(footballer,_born_1982)"
Q614238,Gmina_Bia%C5%82a_Podlaska
Q614240,Wilma_Flintstone
Q614244,Cartoon_Network_(Russia)
Q614250,Gmina_Be%C5%82chat%C3%B3w
Q614260,Gmina_Mi%C4%99dzyrzec_Podlaski
Q6142664,James_S._McAleney
Q6142697,James_S._Robinson
Q614270,Gmina_Tuczna
Q61428,Conny_Plank
Q614282,Gmina_Terespol
Q614292,Gmina_Piszczac
Q614304,Pharmacy
Q614314,Dunblane
Q614318,Gmina_Drel%C3%B3w
Q61432,"Brandon,_Manitoba"
Q614327,Gmina_Le%C5%9Bna_Podlaska
Q61434,Nellore
Q6143495,"James_Stanhope,_7th_Earl_Stanhope"
Q6143551,James_Stelfox
Q6143558,James_Hart_(vocalist)
Q6143625,James_Stevenson_(musician)
Q6143729,James_Stout
Q6143774,James_Stroud
Q6143887,James_Sweeney_(film_editor)
Q6144059,James_Taylor_Move
Q61441,Erich_Pommer
Q6144306,Gotee_Records
Q61445,Navi_Mumbai
Q6144533,James_Urbaniak
Q614462,The_Hiatus
Q614481,Bunting_(bird)
Q6144821,James_W._Hyatt
Q614483,"Morehead_City,_North_Carolina"
Q6144910,James_W._Smith
Q6145025,The_Pin-Ups
Q6145306,Smart_Strike
Q6145493,James_Widdoes
Q61455,"Jonesboro,_Arkansas"
Q6145548,The_Butterfly_Effect_(Heroes)
Q614574,Eureka_(2006_TV_series)
Q61458,"Chicot_County,_Arkansas"
Q614604,Chrysobalanaceae
Q614612,General_Toshevo_Municipality
Q614628,Castilla_Province
Q6146314,Jamey_Johnson
Q614661,Order_of_the_Redeemer
Q61468,"Faulkner_County,_Arkansas"
Q61470,"Phillips_County,_Arkansas"
Q614704,Romans_(group)
Q6147094,"Jamie_Lawrence_(footballer,_born_1970)"
Q6147110,Jamie_Lenman
Q6147308,Jamie_O%27Neal
Q6147374,Jamie_Records
Q614762,Barney_Rubble
Q614768,Betty_Rubble
Q614774,Maggie_Q
Q6147846,JamisonParker
Q6148169,Jamrud_Rural_District
Q6148297,Jamuna_(actress)
Q61484,"Madison_County,_Arkansas"
Q6148410,Masafumi_Takada
Q6148708,Yeh_Chu-lan
Q6148831,Jan_D%C5%82ugosz_University
Q614889,Fred_Flintstone
Q6148929,Top_40
Q6149,"Soest,_Germany"
Q614907,Sonakshi_Sinha
Q6149081,Jan_Howard
Q614949,The_Luyas
Q61497,Kurt_Tank
Q6149783,Mice_Parade
Q614987,Finland_national_under-21_football_team
Q614999,Big_Brother_Recordings
Q61500,"Nevada_County,_Arkansas"
Q615000,Chionanthus
Q615027,"Waycross,_Georgia"
Q615051,Bega_(Tisza)
Q6150511,Jana_Herzen
Q6150645,Janagaraj
Q615077,John_Healey_(politician)
Q6150807,Janardhanan_(actor)
Q61509,Travel
Q6150953,Jandhyala
Q615120,The_Pillows
Q615123,Terje_Rypdal
Q615126,An%C3%ADbal_Acevedo_Vil%C3%A1
Q6151299,Toy_(English_band)
Q6151318,Toyota_Vitz
Q61515,Outsourcing
Q615150,Land-grant_university
Q6151636,List_of_The_Little_Mermaid_characters
Q615196,Italianate_architecture
Q615197,Vojni%C4%87
Q6152,Elbe-Elster
Q615200,George_Newbern
Q615207,Incognito_(band)
Q615224,FictionJunction
Q6152241,Jane_Frazee
Q6152402,Jane_Hylton
Q6152529,Jane_Marsh_Beveridge
Q615279,Gmina_P%C5%82aska
Q6152851,Jane_Tranter
Q615287,Gmina_Nowinka
Q6152908,Jane_Webb
Q615299,Gmina_Turo%C5%9B%C5%84_Ko%C5%9Bcielna
Q615309,Tom_Bell_(actor)
Q615313,Gmina_Bra%C5%84sk
Q615326,Gmina_August%C3%B3w
Q615338,Gmina_Micha%C5%82owo
Q6153454,Janet_Lawson
Q615348,Gmina_Gr%C3%B3dek
Q615353,Gmina_Drobin
Q615361,Gmina_Orla
Q6153639,Janet_Weiss
Q615382,Gmina_Barg%C5%82%C3%B3w_Ko%C5%9Bcielny
Q615398,Gmina_Wyszki
Q615403,Tin_whistle
Q615408,Gmina_Czerwonka
Q615412,Gmina_Bielsk_Podlaski
Q615425,Gmina_Juchnowiec_Ko%C5%9Bcielny
Q615436,Gmina_Bo%C4%87ki
Q6154365,Janice_de_Belen
Q6154655,Janis_Tanaka
Q615469,Jean-Pierre_Darroussin
Q615471,M83_(band)
Q6155134,Jannatabad_Rural_District
Q6155948,Janus_Films
Q6156,Oberspreewald-Lausitz
Q615625,Alexander_Bard
Q6156913,TUDN_(United_States_TV_channel)
Q615693,Renfrew
Q6157,Sein%C3%A4joki
Q615764,"Summersville,_West_Virginia"
Q615803,Scott_Reeder_(bassist)
Q6158188,Japanese_Horse_of_the_Year
Q615824,Lecanoraceae
Q615838,Distinguished_Service_Order
Q615867,Telex_(band)
Q615873,Seattle_University
Q615896,Roy_Drusky
Q615905,Mo%C5%84ki_County
Q615908,Dragon_Quest
Q615914,Saguenay%E2%80%93Lac-Saint-Jean
Q6159263,Jape_(band)
Q6159271,Japelaq-e_Gharbi_Rural_District
Q6159275,Japelaq_District
Q615932,Princess_Gwenevere_and_the_Jewel_Riders
Q615944,The_Mary_Tyler_Moore_Show
Q6159484,Jarahi_Rural_District
Q6159643,Duke_of_Terceira_Garden
Q615975,"Skagway,_Alaska"
Q6159938,Jared_Cotter
Q6159952,Jared_Emerson-Johnson
Q6159954,Jared_Evan
Q615998,Southeastern_Louisiana_University
Q6160074,Jared_Lee_Gosselin
Q6160098,Jared_Slingerland
Q616015,Uli_Kusch
Q6160163,Jargalan_Rural_District
Q616074,God_Dethroned
Q6160898,Central_District_(Jarqavieh_County)
Q6160920,Jarrad_Rogers
Q6161048,Jarrod_Alexander
Q6161417,Jasen_Rauch
Q6161632,Jask_Rural_District
Q616171,Edward_Lachman
Q6161882,Jay_E
Q6162333,Jason_DeCorse
Q616236,"Greenfield,_Indiana"
Q616239,Scandal_(American_band)
Q6162394,Jason_Douglas
Q6162644,Jason_Hamacher
Q6162731,Jason_Hook
Q6162750,Jason_Ingram
Q6162757,Jason_Isbell
Q6163072,Jason_McCoy
Q6163080,Jason_McGerr
Q616313,Star_Wars:_Clone_Wars_(2003_TV_series)
Q6163246,Jason_Perry_(footballer)
Q6163251,Jason_Perry_(singer)
Q6163328,Jason_Reeves_(songwriter)
Q6163354,Jason_Roberts_(guitarist)
Q6163457,Jason_Sellers
Q6163503,Jason_Smilovic
Q616359,Aoyama_Gakuin_University
Q616371,Biosphere_(musician)
Q616380,C%C3%BAcuta_Deportivo
Q6164030,Jasper_Place
Q6164084,Jasper_Wrath
Q616410,Wai_Ka-fai
Q6164160,Jassi_Sidhu
Q616430,Terry_Goddard
Q6164323,Jastun_Shah_Rural_District
Q6164373,Jaswinder_Bhalla
Q6165,Spree-Nei%C3%9Fe
Q6165127,Javadabad_District
Q6165259,Javar_Seetharaman
Q616526,Apache_License
Q616528,FC_Olimpik_Donetsk
Q6165330,Jawed_Sheikh
Q6165333,Javed_Siddiqui
Q6165379,Javi_Lara
Q616562,"Tulare,_California"
Q616568,Israel_Prize
Q6165880,Soviet_invasion_of_Manchuria
Q616591,Oberlin_College
Q6165999,"Jawaharlal_Nehru_Technological_University,_Hyderabad"
Q616620,Mexican_Spanish
Q616642,Broken_Social_Scene
Q6166533,Jay_Dardenne
Q6166571,Jay_Duplass
Q6166574,Jay_Durias
Q6166609,Jay_Ferguson_(American_musician)
Q616678,FictionJunction_Yuuka
Q6166783,Jay_Joyce
Q616679,Mathcore
Q6166876,Jay_M._Robbins
Q6166997,Jay_Oliver
Q6167162,Jay_Schellen
Q6167247,Jay_Tarses
Q6167433,Jaya_TV
Q6167450,Jayabharathi
Q6167455,Jayachitra
Q616746,Gyraulus
Q6167522,Jayan
Q6167608,Jayanthi_(actress)
Q6167633,Jayaprakash
Q6167643,Jayaraj
Q6167685,Jayasudha
Q6167686,Jayasurya
Q6167773,Jayedar_Rural_District
Q6167793,Jayezan_District
Q61679,Reinhold_Mack
Q6168029,Jaz-O
Q6168107,Jazin_Rural_District
Q6168117,Jazireh-ye_Minu_Rural_District
Q6168134,Jazmurian_County
Q6168323,Jazz_Warriors
Q6168476,Jazzpunkensemblet
Q6168478,Jazzy_B
Q6168803,Lygosominae
Q616886,Ken_Burns
Q6169127,Jean-Claude_La_Marre
Q616939,Anglo-Egyptian_War
Q616943,K%C5%8Dki_Mitani
Q61695,"Leopold_I,_Prince_of_Anhalt-Dessau"
Q616957,Havok_(software)
Q616975,Ed_Banger_Records
Q6169778,Jean-Paul_Gaster
Q617,Padua
Q617007,CSS_(band)
Q617012,Marcel_Rodr%C3%ADguez-L%C3%B3pez
Q6170276,Yordano
Q617046,Homogenic
Q6170479,Jean_Cruguet
Q6170696,Jean_Fuller
Q617094,Sean_O%27Driscoll
Q6170945,Jean_Kent
Q617096,"Utuado,_Puerto_Rico"
Q617116,Sanctus_Real
Q6171538,Jean_Stafford_(musician)
Q6171778,Jean_de_Segonzac
Q6171852,Jeanette_Aw
Q617210,Third_Anglo-Maratha_War
Q6172177,Jeanne_Pruett
Q617225,Ovulidae
Q6172374,Jeannie_Seely
Q61724,Tauberbischofsheim
Q617240,Stoner_rock
Q6172477,Jebalbarez_District
Q6172681,Jedd_Hughes
Q617274,Charlie%27s_Angels
Q6172954,Jeepney_TV
Q6173,Dahme-Spreewald
Q61730,Mille_Petrozza
Q6173025,Jeeva_(director)
Q6173112,Jeevitha
Q6173236,Jeff_Arwadi
Q6173312,Jeff_Bates
Q617333,Franco-Spanish_War_(1635%E2%80%931659)
Q6173385,Jeff_Bova
Q6173472,Jeff_Burrows
Q61735,Rudolf_Peierls
Q617350,Third_Anglo-Mysore_War
Q6173534,Jeff_Caxide
Q617367,Cianorte_Futebol_Clube
Q617368,Nels_Cline
Q617375,Hiroshima_Prefecture
Q617392,"Apalachicola,_Florida"
Q6173926,Jeff_Gourson
Q6173960,Jeff_Greinke
Q617403,Kohurestan_Rural_District
Q617407,"Eton,_Berkshire"
Q617409,Argentine_War_of_Independence
Q6174257,Jeff_Klein
Q617433,Syracuse_University
Q6174436,Jeff_Martin_(Canadian_musician)
Q6174714,Jeff_Pope
Q617478,T%C3%A9l%C3%A9toon
Q6174852,Jeff_Rouse_(musician)
Q6174877,Jeff_Russo
Q6174988,Jeff_Sipe
Q6175055,Jeff_Stevens_(singer)
Q6175234,Jeff_Watson_(guitarist)
Q61753,Friedrich_Hirzebruch
Q61758,Lazarus_Fuchs
Q617580,"Grado,_Asturias"
Q617597,Alexander_Stephen_and_Sons
Q6175984,Jeffrey_Foucault
Q617602,"Palestine,_Texas"
Q617609,Conservative_liberalism
Q6176234,Jeffrey_Richman
Q617627,Spock%27s_Beard
Q6176295,Jeffrey_Steele
Q617641,Ted_McGinley
Q617643,Canale_5
Q6176459,Jehangir_Karamat
Q6176510,Jehst
Q61766,Erhard_Schmidt
Q617671,Icehouse_(band)
Q617678,Gmina_Daszyna
Q61768,Helmut_Hasse
Q6176881,Jelly_Roll_(singer)
Q617690,Matthew_Libatique
Q6176907,Jellybean_Johnson
Q6177376,Jenah_District
Q617752,Irem
Q6177708,Jenn_Grant
Q617772,Anglo-Persian_War
Q617780,Radio_Song
Q617782,Fourth_Anglo-Mysore_War
Q617789,Gmina_Che%C5%82mno
Q6177971,Jennie_Eisenhower
Q617799,Willenhall
Q6178,Oder-Spree
Q617802,Gmina_Wielgie
Q617807,Departments_of_Ivory_Coast
Q617811,Gmina_Lisewo
Q617818,Gmina_%C5%9Awiecie_nad_Os%C4%85
Q6178193,Jennifer_Celotta
Q617822,Jars_of_Clay
Q6178257,"Burns,_Oregon"
Q617826,Gmina_Bobrowo
Q617827,Apache_Wars
Q617832,Gmina_Radziej%C3%B3w
Q61784,Stephen_Hague
Q6178406,Jennifer_Hanson
Q617845,Grangemouth
Q617848,Gmina_Rojewo
Q617855,Gmina_Brzuze
Q617867,Gmina_Golub-Dobrzy%C5%84
Q617875,Gmina_Kik%C3%B3%C5%82
Q6178791,Jennifer_Salt
Q617903,The_Sports_Network
Q6179043,Jennings_Lang
Q617932,Dierks_Bentley
Q6179410,Jenny_Morris_(musician)
Q6179620,Jens_Bogren
Q6179780,Skinnyman
Q618004,Apathy_(rapper)
Q618045,Margate
Q61808,Friedrich_Freiherr_Kress_von_Kressenstein
Q618083,Gmina_%C5%9Awiedziebnia
Q6181,M%C3%A4rkisch-Oderland
Q6181218,Jeremy_Chatelain_(bassist)
Q618128,Louletano_D.C.
Q61813,Abraham_Gotthelf_K%C3%A4stner
Q618131,Segunda_Divis%C3%A3o
Q6181324,Jeremy_Edwardson
Q6181472,Jeremy_Heywood
Q6181510,Jeremy_Young_Hutchinson
Q618167,Gmina_Zbiczno
Q618169,Gmina_Byto%C5%84
Q618178,Gmina_Osi%C4%99ciny
Q618183,Gmina_Rypin
Q6181835,Jeremy_Rose
Q6181906,Jeremy_Spencer_(drummer)
Q618194,Fairies_(Japanese_group)
Q6181978,Jeremy_Tree
Q6182029,Jeremy_Wilkin
Q618203,JS_Saoura
Q6182103,Bob_Smith_(New_Hampshire_politician)
Q618235,High-King
Q6182356,Jermaine_Paul
Q6182445,Jero_Mi%C3%B1arro
Q6182596,Jerome_Benton
Q6182623,Jerome_Chodorov
Q6182726,J-Roc
Q6182921,Jerome_T._Youngman
Q61831,Jerry_Cal%C3%A0
Q618330,Rowland_V._Lee
Q6183351,Jerry_Calliste_Jr.
Q6183416,Jerry_Bailey
Q618352,Kevin_Hart
Q6183524,Jerry_Duplessis
Q6183622,Jerry_Fuchs
Q6183624,Jerry_Fuller
Q6183649,Jerry_Goldstein_(producer)
Q6183758,Jerry_Hollendorfer
Q61838,Reiner_Knizia
Q618398,Gmina_Top%C3%B3lka
Q618402,Gmina_Dobrcz
Q618404,Gmina_T%C5%82uchowo
Q618405,Gmina_D%C4%85browa_Biskupia
Q618407,Gmina_Sicienko
Q618409,Gmina_Zb%C3%B3jno
Q618412,Gmina_Skrwilno
Q618414,Gmina_Radomin
Q618419,Gmina_Gruta
Q618420,Gmina_Grudzi%C4%85dz
Q6184239,Jerry_Peters
Q618426,Gmina_Chrostkowo
Q618429,Gmina_Inowroc%C5%82aw
Q618431,Gmina_D%C4%85browa_Che%C5%82mi%C5%84ska
Q618433,Gmina_Jeziora_Wielkie
Q618435,Gmina_Sadki
Q618437,Gmina_Z%C5%82otniki_Kujawskie
Q6184374,Jerry_Salley
Q618438,Gmina_Stolno
Q6184503,Southside_Johnny
Q6184580,Jerry_Vandiver
Q6184611,Jerry_Warren
Q6184741,Jersey_(band)
Q6184832,Jersey_Derby
Q6184846,Jersey_Express_S.C.
Q618520,FC_Midtjylland
Q618537,Aphrodite%27s_Child
Q618548,Acidovorax
Q61855,Matthew_C._Perry
Q618552,Channa
Q61859,Henry_Koster
Q618594,Malakula
Q6186,Communism
Q6186001,Tom_Springfield
Q618616,George_Bancroft_(actor)
Q6186173,Jesse_Boykins_III
Q6186188,Jesse_Bullington
Q618620,K.V._Kortrijk
Q61863,Ulrich_von_Wilamowitz-Moellendorff
Q6186469,Jesse_Jagz
Q6186752,Jesse_Powell
Q6186935,Jesse_Vest
Q6187006,Jesseca_Liu
Q6187092,Jessica_Bailiff
Q618725,Aplousobranchia
Q618727,Thomas_E._Donilon
Q618732,Aplysiidae
Q61878,Barangay
Q6187996,Jesuit_(band)
Q6188014,Jesuit_High_School_(New_Orleans)
Q6188090,Jes%C3%BAs_Casta%C3%B1%C3%B3n
Q61881,Bernd_Eichinger
Q6188299,Jesus_music
Q61883,Air_force
Q61885,Carl_Gustav_Hempel
Q6188776,Jet_(UK_band)
Q618913,Stardom_Entertainment
Q6189168,Jetset_Records
Q6189611,Jewelry_Television
Q618990,C.D._Mafra
Q618992,Alejandro_Camacho
Q6190303,Jez_Williams
Q619067,Apollo_440
Q619072,Prenton_Park
Q619094,Dean_Court
Q619099,3X_Krazy
Q619121,Apollo_Global_Management
Q6191490,Jiang_(rank)
Q6191849,Jiant
Q61919,Manfred_Eicher
Q6192136,Capra_(Bicaz)
Q6192317,Mike_Skinner_(musician)
Q619256,Glanford_Park
Q6192780,Jill_Craigie
Q619305,Sugar_Babydoll
Q619308,Arbutus_Records
Q619324,Apollonia_6
Q619328,Apollonia_Kotero
Q6193290,Jim_Abbiss
Q619332,Megaherz
Q619350,Home_Park
Q61936,Starnberg
Q6193730,Jim_Bolger_(racehorse_trainer)
Q6193896,Jim_Bryson
Q6194149,Jim_Chee
Q61942,Bad_Mergentheim
Q6194281,Jim_Collins_(singer)
Q619443,Nadi
Q619445,Chris_Haywood
Q6194631,Jim_Diamond_(music_producer)
Q6194811,Jim_Ed_Norman
Q6194859,Jim_Eno
Q619499,JK_Tallinna_Kalev
Q619505,Elland_Road
Q619507,Libre_para_amarte
Q6195146,Jim_Gannon
Q619531,Fratton_Park
Q6195358,Jim_Guthrie_(singer-songwriter)
Q6195480,Jim_Harvey
Q619558,Portman_Road
Q6195907,Jim_Jinkins
Q6196016,Jim_Kaufman
Q6196033,Jim_Keays
Q619609,"Cherokee_County,_South_Carolina"
Q619686,"Apopka,_Florida"
Q6196882,Jim_McLaughlin_(jockey)
Q6197,Horace
Q619710,Apoptygma_Berzerk
Q6197242,Jim_O%27Heir
Q619764,Baz%C3%A8ga_Province
Q619771,Black_Leopards_F.C.
Q6197849,Jim_Rooney_(music)
Q6198015,Uno_Svenningsson
Q619803,Bonde_da_Stronda
Q619829,Autonomous_Administration_of_North_and_East_Syria
Q61983,Jessica_Sanchez
Q6198410,Jim_Suptic
Q61986,Alex_Christensen
Q619863,Gigg_Lane
Q6198981,Jim_Wilson_(guitarist)
Q6199,Anarchism
Q6199012,Jim_Witter
Q6199100,Peter_Svensson
Q6199225,Jimi_Goodwin
Q619937,Swift_Current
Q6199468,Jimmy_(song)
Q619989,The_Menagerie_(Star_Trek:_The_Original_Series)
Q6199991,Matt_Sweeney
Q62,San_Francisco
Q6200304,Jimmy_Harry
Q6200338,Jimmy_Helms
Q6200354,Jimmy_Hibbert
Q6200362,Jimmy_Heung
Q6200375,Jimmy_Hindmarsh
Q6200386,Jimmy_Hogarth
Q6200398,Jimmy_Hotz
Q6200427,Jimmy_Ienner
Q6200455,Jimmy_Jazz_Records
Q6200636,Jimmy_Lewis_(musician)
Q6200774,Jimmy_McGovern
Q6201156,Jimmy_Robbins
Q620118,Fabrice_Luchini
Q6201470,Jimmy_Vivino
Q6201750,Torgny_S%C3%B6derberg
Q620225,Apostolic_vicariate
Q6202377,Jingle_Ma
Q620239,Expo_%2770_Commemorative_Stadium
Q620244,Battle_of_Bentonville
Q620254,Battlestar_Galactica:_The_Plan
Q6203028,Jirestan_Rural_District
Q620312,Aleksandar_Alempijevi%C4%87
Q6203212,Jisshu_Sengupta
Q620323,"Wylie,_Texas"
Q620333,Aleksandar_Stanisavljevi%C4%87
Q6203954,Jneiro_Jarel
Q6204172,Jo_Callis
Q6204312,Jo_Jo_Zep_and_the_Falcons
Q620454,Architects_(British_band)
Q620471,Upazila
Q6204768,Joakim_%C3%85hlund
Q62049,County_seat
Q620499,Tokyo_Verdy
Q6205088,Livingston_Taylor
Q62052,J%C3%BCrgen_Vogel
Q620524,Lane_Cove_River
Q6206,Capitalism
Q620615,Mobile_app
Q6206203,Joanne_Peh
Q620629,Deism
Q6206365,Joaquin_Bordado
Q620640,Appalachian_State_University
Q6206651,Job_Dean_Jessop
Q620670,The_Origin_of_Love
Q620679,Apparat_(musician)
Q620710,Bam_Province
Q620726,"Dundas,_Ontario"
Q620735,Russo-Georgian_War
Q620742,Tunceli_Province
Q6207476,Jock_Sutherland
Q6207539,Jockey_Club_Gold_Cup
Q6207543,Jockey_Club_Stakes
Q6207630,Joculator
Q6208079,Jody_Harris
Q6208261,Joe_90_(band)
Q6208412,Joe_Atlan
Q6208458,Joe_Baiza
Q620846,FC_Kuressaare
Q6208542,Joe_Beats
Q6208614,Joe_Berinson
Q620864,Cilicia
Q6208777,Joe_Bravo_(jockey)
Q6208958,Joe_Camilleri
Q6209076,Joe_Chiccarelli
Q62099,Karl_Freund
Q6210233,Joe_Hasselvander
Q6210353,Joe_Hockey
Q621043,Emory_University
Q6210897,Joe_Leeway
Q6211057,Joe_Ma_(filmmaker)
Q6211577,Joe_Notter
Q6211675,Joe_Palma
Q6211774,Joe_Pernice
Q6211809,Joe_Pisapia
Q6212115,Joe_Ruby
Q6212243,Joe_Schofield
Q621231,Apple_Corps
Q6212475,Joe_Stampley
Q6212564,Joe_Swanberg
Q621259,S.C._Olhanense
Q6212816,Joe_Vitale_(musician)
Q621294,Alessandro_Cortini
Q6213043,Joe_Wissert
Q6213436,Joel_Feeney
Q6213567,Joel_Hoekstra
Q621364,Legendary_Entertainment
Q6213668,Joel_Lamangan
Q6213676,Joel_Larson
Q621372,"Apple_Valley,_California"
Q621377,"Apple_Valley,_Minnesota"
Q6213843,Joel_Plaskett
Q6213853,Joel_Pott
Q6213859,Joel_Quartermain
Q6213902,Joel_Rosario
Q6214254,Joey_%2B_Rory
Q621437,Bear_McCreary
Q6214567,Joey_Spampinato
Q6214578,Joey_Stylez
Q621490,Bob_Balaban
Q621497,Alex_Gaskarth
Q621514,Alex_Kendrick
Q621519,Stephanoberyciformes
Q621521,Alex_Lee_(musician)
Q621522,Jake_Weber
Q621549,"Inglewood,_California"
Q62156,Antonov_An-26
Q621592,"Discovery,_Inc."
Q6216,Liberalism
Q621609,Macquarie_River
Q6216391,Johanna_Kustannus
Q621676,Appomattox_campaign
Q6216991,Turk_(rapper)
Q6217360,John-Paul_Langbroek
Q6217854,John_A._Nerud
Q621824,East_Bengal_Club
Q621829,Peronosporales
Q621840,Sternorrhyncha
Q6218452,John_Albert_Morris
Q621851,Pleurodira
Q6218880,John_Altman_(composer)
Q6218933,John_Anderson_(British_Army_officer)
Q6219150,John_Annear_(politician)
Q6219273,John_Aquilina
Q6219354,John_Argyle
Q6219800,John_Avila
Q6219869,John_B._Campbell_Handicap
Q622,Ludwigsburg
Q6220009,John_B._LeBlanc
Q622043,Hygrophorus
Q622051,April_Wine
Q6220548,John_Banks_(New_Zealand_politician)
Q6220670,John_Barham_Day
Q622086,American_Woman
Q6221,Brescia
Q6221256,John_Beasley_(musician)
Q622137,Lehigh_University
Q6221385,John_Bel_Edwards
Q62219,Hussein_el-Shafei
Q6222003,John_Bishop
Q62227,Juan_Esn%C3%A1ider
Q622291,Political_thriller
Q6223,Fascism
Q622314,The_Voice_of_Germany
Q622326,Alexis_%26_Fido
Q622329,FYI_(American_TV_channel)
Q622342,Apurba_Kishore_Bir
Q622370,Docudrama
Q622425,Nightclub
Q622430,Djurg%C3%A5rdens_IF_Fotboll
Q622432,Rio_Ave_F.C.
Q6224333,John_C._Champion
Q622435,Looney_Tunes
Q622441,Liberal_Party_(UK)
Q6224528,John_C._Mabee_Stakes
Q6224754,John_Cain_(34th_Premier_of_Victoria)
Q6224890,John_Calvin_Stevens
Q6225,Coventry
Q6226,St_Albans
Q622618,Volkswagen_New_Beetle
Q622624,Dolby_Digital
Q622633,"Nampa,_Idaho"
Q622636,Spike_Jones
Q622651,Alfred_Gough
Q62266,%C3%85lesund
Q622664,"University_of_California,_San_Diego"
Q622668,Village_Roadshow_Pictures
Q622671,King_Baudouin_Stadium
Q6226774,John_Colton_(screenwriter)
Q622683,University_of_Graz
Q6226856,John_Congleton
Q6227264,Rocky_Votolato
Q622728,Chickasaw
Q622742,Where_the_Wild_Things_Are_(film)
Q622747,Quarterback
Q6227483,John_Craigie_(musician)
Q6227540,John_Crawford_(musician)
Q622755,Wintersun
Q622769,Man_of_Steel_(film)
Q62278,Rudolf_Schlechter
Q622783,Spanish_Netherlands
Q622807,Voice_acting_in_Japan
Q622812,Talk_show
Q622815,Grand_Funk_Railroad
Q62282,"Ernest_I,_Duke_of_Saxe-Gotha"
Q6228224,John_D._Lamond
Q622848,Castle_Rock_Entertainment
Q6228586,John_Darnielle
Q622871,Psychedelic_trance
Q6228742,John_Davies_(British_businessman)
Q622884,Bucharest_Metro
Q6228890,John_Dawson_(surgeon)
Q6229,Authoritarianism
Q622908,Martyr_(band)
Q622944,Dinosaur_Jr.
Q622946,Aqua_Teen_Hunger_Force
Q622947,Jane%27s_Addiction
Q6229666,John_Dolinsky
Q622982,Vader_(band)
Q622988,Paul_McCartney_and_Wings
Q6230006,John_Downer
Q623031,Liver_cancer
Q623038,Aqualung_(musician)
Q6230451,John_Dunlop_(racehorse_trainer)
Q6230583,John_Dwyer_(musician)
Q623060,Arborophila
Q6230823,John_E._Madden
Q623099,Odorheiu_Secuiesc
Q6231,Cremona
Q62310,Senta_Berger
Q623103,Fender_Telecaster
Q6231079,John_Eaton_(educator)
Q623144,Negativicutes
Q623171,Sino-Vietnamese_War
Q6231898,"John_Erskine,_Lord_Erskine"
Q6231951,John_Estrada
Q623222,Sam_%26_Cat
Q623232,Cyatheales
Q623268,Chief_financial_officer
Q62327,Magda_Schneider
Q623279,Chief_operating_officer
Q6232792,John_Fasano
Q623286,Entognatha
